file_name,transcription
393.mp3,"Every time when we meet , I will look forward to the new things . "
394.mp3,Althogh some people say that the treasures are already found . 
395.mp3,"As far as I am concerned I agree with this statement , however some people are not agree with my opinion . "
396.mp3,"Carusage in the United States is very important in every day life , aswell as in many latinamerican countries , and thirdworld countries . "
397.mp3,"However , companies tend to cut thier profits for workers . "
398.mp3,Many people are willing to buy these cars . 
399.mp3,The one is the Copper Scroll . 
400.mp3,"Another sollution could be the developing of more fuel efficient cars , wich could also be good for America 's car manifacturers who will produce more attractive cars to sell to other countries . "
401.mp3,"Consequently , I agree the statement with regard to three reasons : effecting of view , face to face with people and the first time . "
402.mp3,"First of all , the population of the world is going down . "
403.mp3,My wife and I always go to Tokyo around December . 
404.mp3,Thereby the problem of running out of fuels is out of the question thereby augumenting my view that the number of cars will continue to rise and not decline . 
405.mp3,First effection is grobal warming . 
406.mp3,"So , Ho Chi Minh city will develope "
407.mp3,Peolple like to drive different types of models and they want some thinmg extra in it . 
408.mp3,"These useful skills that I learned from reality are going to be the greatest gift for my future career , and they can not be found in the text books anyways . "
409.mp3,That 's why i will not hard as i am alon . 
410.mp3,High cost produces high quality medicine . 
411.mp3,This is important thing . 
412.mp3,books some times have an old information so it will be wrong . 
413.mp3,"Against those problems , people started to use cheaper transportation instead of car . "
414.mp3,"however , I agree that having knowledge is being useful whenever we necessary information . "
415.mp3,"But when teacher ask me did I understand it , I said yes . "
416.mp3,So i disagree with the statement and i think it is much better to specialize in one specific subject than to have a broad knowledge of many academic subjects . 
417.mp3,Raising tax for the gas can be the most effective and possible way to decrease the use of gas in three reasons . 
418.mp3,"Next , kids are more attractive to the advertisements . "
419.mp3,Successful People are explain any oher mater and discuss any other problem . 
420.mp3,"But it dengerous , because some driver make trobull with other driver and they when some driver crash their car then streets are busy . "
421.mp3,Because it is allready a fixed data so nobody can creat problem with this type of litreture . 
422.mp3,"Also , the professor indicates prescribed fire should be carful when we use prescribed fire solution . "
423.mp3,"If they cannot pay the high prices any more , people have to change into a bus or a train . "
424.mp3,This will reduce the pollutions caused y the carbones from the cars . 
425.mp3,Moreover they have to learn aboue advance course material . 
426.mp3,"The age , in my view , sometimes is a barrier to do somethings in life . "
427.mp3,In simple words they say they lost their appeal . 
428.mp3,"For example , nursing students study in a nursing college for three-four years . "
429.mp3,"I believe , that the product 's quality mentioned in the shops are exactly the same as given in the adds . "
430.mp3,"Then , define your goals and work hard to achieve them . "
431.mp3,"Critics of this policy focus in three poins ; first , Yellowstone fires scorched a large area of land therefore a lot of plant species were lost . "
432.mp3,"In my past experiences , there are some lecture which is completely baed on facts , and the chance for me to apply them is just rare . "
433.mp3,When you understad de idea is one way that you can figurout about the statement that you see in these moment . 
434.mp3,"However , a lot of reasons explain about that the placebo effect does . "
435.mp3,In todays world there is a high and almost unreplenishable thirst for change . 
436.mp3,The kids can stay outside every day and play . 
437.mp3,"Firstly , I think that communities equal human rerationship . "
438.mp3,It may spoil the health also . 
439.mp3,Water is needed for alive . 
440.mp3,"I the same other people see many tims on TV rich people are intrested in politica , sports new technologies and also in spaise . "
441.mp3,"As a result , studies in britain have shown that fluoride increases the activity can lead to more bone density and therefore less bone fractures among the elderly . "
442.mp3,"Also , sometimes , people may meet some new friends in the traveling group . "
443.mp3,"If students just learn facts , they will forget them soon , but this will not happen so easily if they understand properly the concepts that are behind the facts . "
444.mp3,As on when i started completing my home work on time i gradually improved . 
445.mp3,"becase if study in this way of cours , I will gante so much , I also will have alot of information the book I study . "
446.mp3,"When you understand the concepts and ideas is up to you to prove them , to see if they are really what you have been told , i think this is the main reason why students prefere facts rather than just understanding ideas and concepts . "
447.mp3,"for example , if you are attempting to study arts and scienses and to get equalifications in both , you are extraordinary creation . "
448.mp3,"Therefore , as long as it is a country where I can understand their language , I will travel alone . "
449.mp3,Gouverment will try to do something to not pollute the air . 
450.mp3,So in this field it is very importnat to understand all concepts and idease which they gave us and use to solve problems . 
451.mp3,Because they sent out 2 0 % of the whole carbon emission . 
452.mp3,"Try to combine the process of My opinion is so easy to understand one thing ( process , as i mean ) than to remember many divided facts or dates . "
453.mp3,It is also take risks raher than only doing . 
454.mp3,No scientist would have ever come up with their wonderful inventions and the world would have never progressed . 
455.mp3,"There will be a technological development in the future , but that will only promote the use of public transportation system , but not car . "
456.mp3,Not being with a guide gives you the liberty to visit the places you want to visit at your own pace and with the liberty to deliberate to any place you want to go . 
457.mp3,"Usually in the advertisements a presentable face is used they try to present some modals , nice babies , known faces as sports men , only to let the product looks better than it was . "
458.mp3,Not that bungee jumping is something that every young person wants to do but even if he wanted to do it he probably would n't be able to . 
459.mp3,"Close-up video clips of a juicy hamburger flying around the screen , surely satisfying the models eating it could easily create in the viewers a false sense of being hungry and urge them to hop into their car and drive to a fast food restaurant nearby to get what they have seen . "
460.mp3,So only time will tell what actually happens . 
461.mp3,"As we all known when we were out something we ca n't expect would happen , such as disease , accident or something else . "
462.mp3,"and then , makers of cars need to develop the systems for safe almost completely . "
463.mp3,"Third , the proffeser agrees that the the gas prices in the United States are cheep , and they should rais them to safe the enviroment and people 's healths . "
464.mp3,"Now a days , there are many people who think they are the most important thing and they only have to work for themselves . "
465.mp3,"in general , there are many peples in a book . "
466.mp3,But they do things in a different maner than others which gives them success . 
467.mp3,People feel more secure and comfortable to tarvel with their own car rather that changing several public transportation vehicles and reach their destination far later that they would desire . 
468.mp3,The second critic of this method is that the costumer lose all critical reflex and that he is not in guard . 
469.mp3,"As a result , it will be easier for you to learn many things . "
470.mp3,"In short , these were critical parts that contradicted the reading materials . "
471.mp3,"I think it 's harder for successful preson to risk somethnig , thay coluld lost much more then others . "
472.mp3,"we can have glance on , what is happening in the world through accessing internet in mobile also . "
473.mp3,So the importance of communities in sosiety decreased . 
474.mp3,but found that successful people use the people money and use there idea for a way to success . 
475.mp3,"In my case , when I did a job interview , the employer ask me question about commensence like society , policy , art , and so on . "
476.mp3,At some time they have to face the failure 's and lot of strugles . 
477.mp3,Because it transmit the hebitats from Eastern Europe to different places in the world . 
478.mp3,Considering a family going shopping in weekend . 
479.mp3,the another reason is many people see some of exutic cars as luxery encorragies the industries . 
480.mp3,Now the market is occupied by lots of cars with varying comforts . 
481.mp3,"It is also undeniable that if a man has diversifed knowledge , it would be immediate use . "
482.mp3,"In my opinion , I think advertisements are make products seem much better than they really are . "
483.mp3,"So , some people use car only by move somewher . "
484.mp3,They have to think twice before performing even routine activities of life . 
485.mp3,"Most of the actors , soldiers , workers and students are young people . "
486.mp3,To respond adequately to the world we live in we need to understand it first . 
487.mp3,Infact even today most of these systems runs on electricity which can be harnessed by several non polluting ways . 
488.mp3,"Comparing with older people , they do n't even have enough time to enjoy their life . "
489.mp3,Also its been on all the sections because we use the head phones it makes alot of noise and it seriously very hard to stay on task . 
490.mp3,They are clean and big and so on . 
491.mp3,and rolling stone gather no mass says proverb . 
492.mp3,It is difficult only to watch educations . 
493.mp3,And there is a lot of critics concerned that the reqired testing is so long that declined the valueable for patients . 
494.mp3,I have a reason that study English . 
495.mp3,Buses should be reserved for spots where there is no possibility to set up tramway routes . 
496.mp3,I think that it is not always fair because not all the students work in the same way and with the same responsibility . 
497.mp3,"Of course , things are new and very risky . "
498.mp3,"For example , little children are told that do not cross the street at red light , because it is so dangerous that we cannot let kids learn from crash . "
499.mp3,in my opinion students need to a knowledge . 
500.mp3,So because more people are able to buy cars the demand for cars will increase and so the production of cars will also increase and in the end this means that the number of cars will increase from now to twenty years time . 
501.mp3,"First , they have spend many time on the computer , so they does n't know how to communicate . "
502.mp3,I would also like to say that understanding concepts and ideas is a much more important way of studying for students . 
503.mp3,I ordered them and was promised that they would be delivered to my house in a few days . 
504.mp3,we know that prescribed burning shud be repreated every few years but its very expensive to spent every few year . 
505.mp3,Second differance between the encylopedia is that there a lot of viruses and hackers in internet and one of the hackers can easily change the informations about any kind of topic . 
506.mp3,"If i want to win a case in court in - for example , a case where technical questions are to be considered- it is not enough to just know about the law . "
507.mp3,"Second , if there is any problem with the goods . "
508.mp3,"Some people might say""hey how does energy come "" . "
509.mp3,the successful people try to do new things likr any machine can help the people . 
510.mp3,"However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? "
511.mp3,Comsumers are not likely to buy a pair of trousers when the claim is that they will increase capacity to fly . 
512.mp3,"Hence , German students will have to work harder , think much more and thus become even more skilled . "
513.mp3,One reason is that endangered animals is breaking nature . 
514.mp3,so i think having selfconfdence is more important than having knowledge . 
515.mp3,A younger person however will need to time to define his or her wants in life . 
516.mp3,"The work should be good , and not just bundle of meaningless . "
517.mp3,always natural disaster bring economy damage . 
518.mp3,"Its rightly said , life is not about adding years to life but life to years . "
519.mp3,"First , advertissment make me to buy some thing unplanly . "
520.mp3,There are two major reasons : it is profit to socialization and mental health . 
521.mp3,"For the these reasons , I have to take high score on TOEFL . "
522.mp3,"I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . "
523.mp3,"In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . "
524.mp3,"When i consumed that drink , then i came to know that we should not believe the advertisements . "
525.mp3,But it is very different from that one in the passage . 
526.mp3,they just creat impression such well that people are drag to buy it . 
527.mp3,"Since I liked enough areas inside , I bought the car a few days later . "
528.mp3,Exactly like master of none and Jack of all . 
529.mp3,The economy would benefit because this would enable it to have a worldwide compete with the car manufactures . 
530.mp3,He and I are good pal but we do n't want to get a lower score than each other . 
531.mp3,It is composed by not only senior but also University students . 
532.mp3,One of them is the long term wastefulness of the process . 
533.mp3,And if the knowledge is in all the area 's then it gives you an added advatage to you knowledge level . 
534.mp3,"That is because If I became the member , I could be highly estimate from my friends . "
535.mp3,So the governments and the scientists are also promoting the less use of private cars as they are one of the greatest attributers to the air pollution . 
536.mp3,People use the public water to drink water . 
537.mp3,That will never cause the economic problem . 
538.mp3,because this is not very easy to use . 
539.mp3,"But in my opinion , if you want be a succussful people , you should have brave to try new things and take risks . "
540.mp3,"On the other hand , sientist agree that the predators are beneficial to control the population tof the menhaden . "
541.mp3,Do we consider her as a smart girl ? 
542.mp3,For example in a chemistry class when you talk about oxygen is needed for a burning process you can give a fact to support your idea which is you can put out a fire with a blanket by cutting the oxygen . 
543.mp3,Every beginning has its end . 
544.mp3,Who we mach them togather . 
545.mp3,They explain the specific points useing the examples about dinosaurs 's behabiar and physical face . 
546.mp3,the lecture mentions about Mongol court recods of the time . 
547.mp3,It is harmful for many others animals as well as it pollutes the water sources . 
548.mp3,"first , theacher is make a right way give to us , so every teacher is make a confidence to students . "
549.mp3,We do n't usually study these subject very deaply . 
550.mp3,You often find people investing money in inventions only to sustain their own business . 
551.mp3,"For instance many people use airplane , ship , and train . "
552.mp3,"As a former Law Teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . "
553.mp3,"First reason , students are very critism and always have many ideas to develop her opinion . "
554.mp3,"They may go to the house whitch the elderly person lives , and help to eat food and walk . "
555.mp3,There are a lot of big streets in my town . 
556.mp3,the you ng passes the diseases to a couple of people here the young still enjoying life 
557.mp3,It would be a really wasteful idean . 
558.mp3,"For example , they can read again if they want , and back to the page that they can not understand or they are impressed . "
559.mp3,"Tour guides are generally trained and certified by some supervising entities , therefore they are expected to be ready to provide the best possible guide to their customers . "
560.mp3,However I still believe that learnng facts are important for student . 
561.mp3,whlie you will be help each other of work together after gratuation from university . 
562.mp3,"he usually bring a book , and ask something to some one , he wants to understand the bood "
563.mp3,Operation room is not a bookmaker office or lottery house . 
564.mp3,This means the more languages you know the better you can come along in other countries . 
565.mp3,Recently scientist have been working on new generation lie detector that can perform brain- scanning to find out if person telling the true . 
566.mp3,"By keeping his focus on one industry and one subject , he ensures that he is up-to-date and fully aware of all the current happenings in the industry or subject . "
567.mp3,They success and they had the power . 
568.mp3,It will be always puls things for them . 
569.mp3,"There is going to be a huge market if the product is totally brand new , which is equal to a large chance to make more and lot 's of money . "
570.mp3,"Before wasent like that , we was all tha times under the voluntad of the man , and depending economyc from him . "
571.mp3,"when you are a teenager , you start experiencing some sexual changes , which in contrast changes your way of thinking , thinking more about the other gender than thinking about toys , would enjoy going out with some friends , than staying home playing with your toys . "
572.mp3,This will help them to get good marks . 
573.mp3,By avoiding this it will lead to much purer and natural world for our future generations to live in . 
574.mp3,"In extreme cases , some even gain weight because of this . "
575.mp3,"Firstly , some immergent events happening in the other countries or areas may happen in the place you live someday in future . "
576.mp3,I feel that with the environmentally friendly benefits and with the attachment that society already has on cars will make people keep riding cars . 
577.mp3,"I do not want to go Effel Tower in Paris or The Statue of Liberty in New York when I travel because they are too famous , so I alerady heard and saw about them . "
578.mp3,Others would like to spend more time shopping than going around the places . 
579.mp3,"I feel this will give jobs to people also because all car companies would have to adjust with this change , from gas into water fuel use . "
580.mp3,"As a student who learns many subjects at the same time , I found it very beneficial . "
581.mp3,"So it is complex , looking after many new employee every year can be difficult . "
582.mp3,In this case the advertisement totaly make a impact in that baby . 
583.mp3,Maybe they had enjoyed life in young times too . 
584.mp3,"Lastly , business owners thought factories would help reduce their overrall business expenses by reducing their transportation costs . "
585.mp3,"When a talk about reaserch I mean ask people that had the product like friends , family or go to forums on the Internet . "
586.mp3,"As it is important to see your work in the context of the whole car , he now still benefits from his broadly chosen majors in college . "
587.mp3,Successful people have to do things stablely and do what they already know how to do well . 
588.mp3,The students must have improved to get the correct view of the grade . 
589.mp3,There are more population in every area . 
590.mp3,"Firstly , the population of the world is increasing exponentially . "
591.mp3,This person guides you through paradise and takes you to wonderfull places . 
592.mp3,"Really successful people gained their fortune by doing somethig new , something that no one else has ever done before , that means that nobody knew how to do it well that was their risk . "
593.mp3,and you stand nowhere in any subject . 
594.mp3,This way anybody can reach success in his life and career . 
595.mp3,There will be lot of members they had gone to the surface of the moon and they will be land safely to the earth . 
596.mp3,Now let 's take the example of a millionaire who has n't managed to let go of his childish ways . 
597.mp3,Without facts there will be no ideas or concepts developed . 
598.mp3,"For example , when I was freshman at Meiji University in Japan , my classmetes and I traveled for China . "
599.mp3,"Some people dislike traveling in groups , having to follow strict time schedules , and following rules . "
600.mp3,"In this case , older people can drink and can go to a lot of place such as night club , bar and so on . "
601.mp3,"A specialist in any field will have better job opportunities , ofcourse he will not have as many opportunities but whatever it be , will be far better . "
602.mp3,"Second , many of cars disadvanteges will ceace or decrease in the comming years , which will rather make it more popular than at the current time . "
603.mp3,The same will happen to taxation on cars and gasoline . 
604.mp3,Now- a- days drinking of soda became a adiction to most of the people . 
605.mp3,Thus a series of people got together and asked guided to change the schedule and guide could not help accepting their opinions . 
606.mp3,"Hence , these advertisements may convince people that the brand being advertised is actually the best quality product , when in fact it is not . "
607.mp3,this economics system is the best . 
608.mp3,He poinetd out that climate plays a role in the erosion of materials . 
609.mp3,"If they are a family who likes to go places , they would prefer a car against other vehicles . "
610.mp3,"If we have a job we like , we will love to do the job no matter how the job is difficult . "
611.mp3,"If you want to actally know somebody you can spend the whole day with that person or place but if you do not , you do not even speak to that person or even go there . "
612.mp3,an 7unsuspection user cannto tell the entruy has vees tampered with . 
613.mp3,This is prevented if a broad choice is given . 
614.mp3,Usually i do n't want just myself in an unknown place . 
615.mp3,I think cars will not be replaced completely by new automobile innovations but they will certaily be in fewer numbers . 
616.mp3,"Now , I am a really happy girl because I find my confidence . "
617.mp3,Thoes advertisements make products seem much better than they really are . 
618.mp3,but in contrasting in lecture professor states that it is impossible that video is not expensive . 
619.mp3,And to do that we need to move . 
620.mp3,Does age actually have an impact on the way you live your own life ? 
621.mp3,"Robot can work all of the days , and no one is tired . "
622.mp3,"Eventually , some of them wanted to buy the product . "
623.mp3,successful therapist need to know that one treatment can help one person but for another could be not approprite . 
624.mp3,In today 's world whe have just developed the first aspect . 
625.mp3,I had lots of problem about studying science . 
626.mp3,"It 's big importance is conscious with the bad consequences of it 's decline if people continue to prefer laying down at home watching bad tv programs and other ways of easy culture , maybe more attractive to them , but bad for our future . "
627.mp3,So we are more successful the day of the exam . 
628.mp3,professor need them to do a project . 
629.mp3,"And when you order a big mac and see the size of it , its nothing compared to what you saw in the commercial I feel like throughing it at thier face . "
630.mp3,But I can not use only my own subject to design a building . 
631.mp3,Altough life is never easy : the age do n't depend on when you can be protected or prevented from bad things . 
632.mp3,"If not , we do not need to start its procedure . "
633.mp3,"It called "" ballast water "" . "
634.mp3,"there are many people like me , then fashion market will become develop . "
635.mp3,"The student must be capable of understanding ideas and concepts , and at the same time , knowing the way how they must be developed . "
636.mp3,we are also able to deal the probles found with it . 
637.mp3,"Second , there is evidence that associates the Sphinx with a known Old Kingdom king . "
638.mp3,The companies want to show there product as the best one in the competitive market and in this race they generally mislead the consumer . 
639.mp3,"First of all , the lecture thinks that take the gas tax to reduce the number of gas consumers is not good for economics . "
640.mp3,"But if he did one machine like that , if he want , he can do another different , but he does n't think that , because he does n't know his own habilities . "
641.mp3,And I think that young people were more politically engaged in previous times . 
642.mp3,but as we are young our body generates the new cell . 
643.mp3,"It is a brillant idea , and you know that you are really good working with small boys and girls , but you have to risk your work , your salary , and with this almost your life for an idea that may or may not work . "
644.mp3,It 's modren life now . 
645.mp3,"Brifly , sharing the cost of vecation trip is very good advantege for travel . "
646.mp3,There are youths who acquire immense pleasure and self satisfaction by helping in community works . 
647.mp3,"In order to get an ecocertification , many wood companies around the world have introduced new ecologically friendly practices . "
648.mp3,"For exemple , you were working like broadcaster but in the office and city where you are working . "
649.mp3,She know just that what teacher has told her but no more . 
650.mp3,"When I have been to Europe by using this , I can save lots of money . "
651.mp3,The last one is the proposed limit on menhadenhresting could mean the reduction of huThis propleme is not just in Menhaden but also in sevirl countries . 
652.mp3,"If the status of cars is still at the present level , something else of course will take the place of cars in our lives , but history tell us that advancement will never stop . "
653.mp3,On admission to the University the subject breaks down i very many subjects . 
654.mp3,They would use bicycles due to the relatively cheap cost and minimal need for maintenance . 
655.mp3,"It will alsow bi unfair , because it would affect low-income Amricans much mor seriously than well-to-do Americanc In the listenig part the woman ecplani dhe nir reality the raising gasoline tax dose not reflest the real economic damage . "
656.mp3,But this is not the situation for the old people . 
657.mp3,This might contribute to a decreasing number of cars especially in developed countries like we found them in Europe for example . 
658.mp3,People who are trying to get into good university study by themselves everyday while I play around without reviewing and studying . 
659.mp3,"But that is a different situation , because at this stage , the graduate will have already guaranteed his/her bachelors ' degree . "
660.mp3,"When facing such challenges , only those who are perserverant , determined and always strive until the last minute despite of the risks can finally be successful . "
661.mp3,I was so mad at the tour so since then I like to travel by myself or without tour . 
662.mp3,You can benefit from this knowledge in many situations . 
663.mp3,But they are not examples for the whole &raspsquo; &raspsquo; young people community '' ... 
664.mp3,and Goverments will not provide a good public transportation system for a many years later . 
665.mp3,"People are not dependent of other people or timescedules of for example trains , trams and buses . "
666.mp3,1 7-5 0 people survey to requre all class and selective class . 
667.mp3,"For example , nobody is going to ask his personal doctor which he sees when he has a flue if he can also do a heart surgery or transplant organs . "
668.mp3,"As a young person you can do some high risk sports like climbing a mountain , for example , that would be too hard to an old person do . "
669.mp3,we cant stay on the internet for long time . 
670.mp3,They bring us to far places in quite a fast speed without much human physical exertion . 
671.mp3,And people can not ready to pay the taxes . 
672.mp3,Further more by these evidence u will agree 
673.mp3,we gone to the Pink 's hot dog . 
674.mp3,"In old times , the familes tend to live in the same place for ages . "
675.mp3,"however , many companies joined them and also sell textiles . "
676.mp3,And details is the key element here esp in the academic domain . 
677.mp3,"For example , my parents went to a group tour to my country in Korea last summer . "
678.mp3,by this you can learn gain the knowlegde . 
679.mp3,People are not and shouldnt be robots . 
680.mp3,I think that young peopie is not able to think deeply for the things than older people . 
681.mp3,Cars became an important thing in our life . 
682.mp3,My friends is the celebrate the pary . 
683.mp3,I was upset and depressed . 
684.mp3,"For instance , when I was a university student , I reserched and reported about a community history in groups . "
685.mp3,"Thus , most of the habitant in the rural ereas are the old ones . "
686.mp3,This is very possitive for the company and probably he will get a better postion . 
687.mp3,"While air travel has increased in recent years , there has been no decrease in car travel or car sales . "
688.mp3,The product is always presented in a perfect way . 
689.mp3,"On one hand you have the general practitioners who look at all the basic problems related to the body while on the other hand you have the specialists who only take care of specific areas whether it be an orthopaedic surgeon ( related to bones ) , a cardiologist ( related to heart ) or an ENT ( ear , nose , throat ) surgeon . "
690.mp3,The definication yong or older is not apparent . 
691.mp3,Every knowledge is connected each other . 
692.mp3,"First , the hunter is the most dengres things in this world for the bird . "
693.mp3,"Hence , in twenty years , the need for man to go out and get what he wants will be out of question . "
694.mp3,"Thus , in my view the points made in the lecture surely challenges the specific details or the points made in the reading passage more effectively . "
695.mp3,"That is to say , not all the old things lead to the failure . "
696.mp3,The reason these problem occurs is also becayse of the exam . 
697.mp3,what would be its environmental impact ? 
698.mp3,This point affect the environment of the world in case of wasting the energy . 
699.mp3,"If he satisfied his situation and did not make efforts to overcome himself , not only he could be rememberd as a great artist but we also never meet many great music . "
700.mp3,He may fell afraid or terrible when the same thing happened to him . 
701.mp3,Some people might bring good plan to you . 
702.mp3,When older people think like that it 's make big problem with yong people . 
703.mp3,"Many scientists searched the area , but they ca n't find particles . "
704.mp3,"The question : which is more important ; making students to understand ideas and concepts or to learn facts , can be answered based on the level of learning which the student is undertaking . "
705.mp3,"Some people said that placebo is really drug , about 3 0 percent of partients agree with this idiea . "
706.mp3,Because they can get a great amount of money from these companies . 
707.mp3,"The so delicious , golden fries seen on television , might actually be pale , potato stumps , fried to almost perfection in very very very old oil . "
708.mp3,Therefore the government in America should decide to raise the gasoline tax is proposed . 
709.mp3,It will eat insects or animals that will did damage to places so that it can avoid loses to repair things . 
710.mp3,"Parents have now less time to bring up their children , grandparents might therefore help them more often . "
711.mp3,Afther that they have to find a well-paid job . 
712.mp3,But about my self im gonna have it to becouse my brother alwys talks about it and i agree with that broad knowledge . 
713.mp3,"And does n't matter if teh person who takes the riks , has like result all the things he or she has in mind , the important is that they made all the thing and they prove taht tahy can do a los of things in their lives , always thinking in good results for theyselves and for the whole world . "
714.mp3,"I once read a report said that during the Vietnam war , more Americans died on roads in their cars than on battlefield . "
715.mp3,"I know Bill Gates , president of Window Media , is the best of the World Rich . "
716.mp3,"With only facts , the students can only guess about the reasons behind the facts . "
717.mp3,The cost of undergroud is very cheap in some countries such as France . 
718.mp3,For example it happens to me when I studied the concept of inflaction . 
719.mp3,It would lead to tremendous air and noise population . 
720.mp3,I especially practiced for hitting rather than receiving . 
721.mp3,People also do not do nothing . 
722.mp3,"So , to achieve that goal different techniques are used . "
723.mp3,so they will be able to get more knowledge in there free time . 
724.mp3,"So lets not lose hope and let the scientists do the job , but i think being in a traffic jam is a stressfull situation it requires time and patients and there are many more disatvantages about the large number of cars . "
725.mp3,"When I was a senior high school student , I spend all of my time studying textbooks for the tests . "
726.mp3,"for example , there may be eldelery travelers which may cause a slow movements due to their unability to walk fast . "
727.mp3,"This is evidence , the company that made some products had to pay lots of money to the broadcasting breaus . "
728.mp3,"Many people surrounding you admire you of your multi-knowledgement , and try to be familiar with you . "
729.mp3,"First of all , It one area allow to become more developly . "
730.mp3,In 2 1th our yong people can learn a lot of academic subjects . 
731.mp3,Many climbers died because the coldness and lack of oxygen . 
732.mp3,The new things bring the brainstorm which other people cannot get . 
733.mp3,The government would like to reduce the population with this fishing limits . 
734.mp3,Like disking would stop an advancing fire . 
735.mp3,"I would spend as much time as I want , if I like the visiting place . "
736.mp3,"So if you want me to choose right now , I will choose ordinary milk instead of that special kind . "
737.mp3,these days our communication also in very good step . 
738.mp3,"They sometimes teach poor people who cannot afford to go to college , and also , they teach poor kids , too . "
739.mp3,"If you randomly find a hotel , it might be either to expensive , or it could be unsafe . "
740.mp3,But not moving and always keeping to old things cannot improve a persons life . 
741.mp3,Local communities have the main role of protecting children if such children are their own children or not . 
742.mp3,"if they are urged to understand the concept that is being passed and interact with the information , the learning process will take place in a completely different way . "
743.mp3,"How they found their work place or foods , so they had no space for their communities in their mind . "
744.mp3,His success belongs to his new try . 
745.mp3,"But if one who majors in art also learns something about natural science , he will be lucky to be equipped with the ability to think more logically . "
746.mp3,Movies and oher television show provides o lot of information about how real life is . 
747.mp3,There is many way for this another examples bottele of juise if its tast bad they make thier shape wonderful like making it colourful . 
748.mp3,It is because they do not think the new thing to promote or make the people feel very good . 
749.mp3,Other tourists would teach you some tips for the travel with thier experience . 
750.mp3,The government also should try to reduce the striped bass population . 
751.mp3,Alot of memories with enogh time to remember will increase the posibilty of enjoyment . 
752.mp3,Sceene of violence can affect on them . 
753.mp3,While the communities in general have reckoned that they need support from the young people but must have made an appeal of it in a reaonable sense . 
754.mp3,New and new technology has been introduced to the society .
755.mp3,One possible outcome is that an environmentally-induced reduction in motorization levels in the richer countries will outweigh any rise in motorization levels in the poorer countries .
756.mp3,"Every person needs to know a bit about math , sciences , arts , literature and history in order to stand out in society ."
757.mp3,"While the travel company will most likely show them some interesting sites in order for their customers to advertise for their company to their family and friends , it is highly unlikely , that the company will tell about the sites that were not included in the tour -- for example due to entrance fees that would make the total package price overly expensive ."
758.mp3,Disadvantage is parking their car is very difficult .
759.mp3,Bigger farming are use more chemical product and substance to feed fish .
760.mp3,"Forexample , My cousin is 12years old ."
761.mp3,"if it does , you will only get some misundrestood idea about that acticle but not the original one ."
762.mp3,"Secondly , chimp can also present the capability for grammer which means it can demonstrate the ability to combine words and be able to use grammatical constructions ."
763.mp3,"Nevertheless , this city is having a big change ."
764.mp3,"I think to learn facts is only an evidence if the students can work hard and if they are able to keep every detailled information as tought , but it 's definitly not an evidence for their intelligence ."
765.mp3,"Unforturntly , almost older people can not use internet , in spite of benefit of internet ."
766.mp3,"So , if i have alot of information about this subject , i will taulk too much with knowledge but if i have general information for this subject , i will talk about this subjec with my limited knowlege and this case may be make me shame like when my brother asked me about some thing but i have not alot of information about this thing ."
767.mp3,becuse if i see some one did somthing to may safe me time and engy and it wok 's i will do it .
768.mp3,The government should think about the whole nature .
769.mp3,They will not be able to compete with other similar brands and the product will fizzle out or die .
770.mp3,People are now opening their eyes to the scenario when we would run out of fuel .
771.mp3,For me it was great because I need to talk on the phone locally and nationally for long periods of time .
772.mp3,They only care if the effects are good and popular among the crowds .
773.mp3,"That is why calculated risks , as one could call them , are the predecessors of big success , because they get people 's attention by giving people new options ."
774.mp3,"He said in other words that the more flouride may create damage in human body , specifically the bone ."
775.mp3,When these people create their new ideas others often look very strange on them .
776.mp3,You will learn to socialize with people .
777.mp3,"No ohter transportation concept has been as successful as the car , not only because the goog street and highway system throughout the United States and Europe , but only because off the fact , that people love their cars ."
778.mp3,"If they prefer to choose cars than motor bike , that means there will be many cars ."
779.mp3,That 's why he is a legend in these days and people repect him .
780.mp3,"for example , in math club , teachers usually teach us how to solve a math problem using vary ways ."
781.mp3,"In order hand , when I was a fresh man in my college , I could concentrate on my favorit subjects ."
782.mp3,I have an IBM computer and my laptop is DELL .
783.mp3,Air in China is not so clean because of cars .
784.mp3,"When price of gas goes up , the consumer do not want buy gas for fuels ."
785.mp3,"although , learning more subjects gives us a huge knowledge which is make me sucssesfu in my study ."
786.mp3,"When you`re making a tour guide trip , you already have a everything settled from the time you`re departing to the time you arrive ."
787.mp3,"On the other hand , although in Turkey the public transportation is getting developed especially in the two big cities , that is , Ankara and istanbul , it is still nothing compared to Sweden ."
788.mp3,This rebuffs the reading passage 's claim that there is no improvement .
789.mp3,"As they are involved with study , they donot get enough time to look after their community ."
790.mp3,"However , I strongly maintained that traveling by their own gives a lot of advantages ."
791.mp3,The even ask themself how this kind of things did n't cross their mind .
792.mp3,"People tends to choose other medias , and that is why litterature is in danger ."
793.mp3,I cast doubt that twenty years is too short time to prove the problem .
794.mp3,"So for these reasons i really believe that it 's important to have a broad knowledge on different subjects , instead of being focused on just one , because sometime the answer that we are searching for , we can easily find it in a field that can seems not related to our purpose ."
